date,Merchant,Barges,Other,Tugs,Tanker,Fishing,Pleasure Crafts,Excursion
2012-08-27,355,8,0,49,78,29,14,66
2012-08-28,358,13,0,53,79,36,14,64
2012-08-29,361,11,0,30,80,29,11,72
2012-08-30,356,18,0,39,70,26,10,89
2012-08-31,390,19,0,57,75,26,12,82
2012-09-01,381,13,0,44,85,23,6,105
2012-09-02,367,11,0,39,79,23,6,88
2012-09-03,340,16,0,27,79,28,7,71
2012-09-04,360,11,0,50,84,22,7,50
2012-09-05,359,16,0,48,76,30,5,48
2012-09-06,372,17,0,34,80,20,6,63
2012-09-07,387,11,2,62,77,24,4,46
2012-09-08,371,11,0,46,80,27,13,52
2012-09-09,383,14,0,50,84,23,9,55
2012-09-10,400,9,0,53,77,23,10,47
2012-09-11,384,14,0,46,86,24,12,49
2012-09-12,376,22,0,37,86,23,17,41
2012-09-13,382,23,0,52,83,20,21,40
2012-09-14,401,19,1,55,85,20,11,51
2012-09-15,398,14,0,43,80,24,9,57
2012-09-16,386,15,0,30,76,20,8,61
2012-09-17,377,17,0,40,67,24,8,31
2012-09-18,412,13,0,52,74,21,10,35
2012-09-19,398,24,0,57,81,16,11,38
2012-09-20,394,19,0,46,79,16,9,41
2012-09-21,413,34,2,42,80,23,6,33
2012-09-22,402,19,0,38,79,24,1,36
2012-09-23,371,11,0,36,84,26,5,38
2012-09-24,391,16,0,41,91,30,4,27
2012-09-25,379,14,0,52,83,31,8,38
2012-09-26,391,21,0,52,83,26,7,22
2012-09-27,405,22,0,37,78,30,10,36
2012-09-28,393,19,3,38,84,28,7,22
2012-09-29,375,11,0,28,79,29,7,40
2012-09-30,378,12,0,31,80,30,4,32
2012-10-01,377,16,0,32,80,23,4,17
2012-10-02,379,16,0,36,81,27,6,31
2012-10-03,372,10,0,36,82,32,6,35
2012-10-04,384,16,0,32,80,28,5,17
2012-10-05,373,27,6,46,82,34,14,20
2012-10-06,365,17,0,39,84,24,6,31
2012-10-07,343,14,0,28,88,23,3,25
2012-10-08,351,13,0,31,80,20,3,29
2012-10-09,382,14,0,53,78,28,4,18
2012-10-10,382,20,0,44,78,29,5,12
2012-10-11,377,19,0,46,74,25,6,16
2012-10-12,388,18,0,46,75,27,7,19
2012-10-13,353,13,0,49,67,21,2,18
2012-10-14,330,12,0,30,75,20,2,10
2012-10-15,322,13,0,56,82,20,4,5
2012-10-16,348,14,0,59,83,16,5,10
2012-10-17,360,18,0,56,79,16,6,10
2012-10-18,359,22,1,43,78,22,7,6
2012-10-19,383,16,0,46,76,18,7,4
2012-10-20,368,11,0,31,80,22,1,12
2012-10-21,346,20,0,22,74,33,2,4
2012-10-22,349,21,0,41,79,22,2,11
2012-10-23,360,19,0,45,73,24,2,3
2012-10-24,372,22,0,46,82,20,4,9
2012-10-25,385,26,0,53,84,23,5,11
2012-10-26,369,16,0,36,80,18,3,5
2012-10-27,354,14,0,36,91,21,4,3
2012-10-28,353,15,0,34,90,15,2,4
2012-10-29,334,17,0,35,76,21,2,1
2012-10-30,339,16,0,45,67,15,1,1
2012-10-31,347,22,0,44,86,22,4,1
2012-11-01,378,14,0,43,87,23,1,3
2012-11-02,371,16,3,55,83,22,1,3
2012-11-03,349,9,0,32,89,16,1,2
2012-11-04,336,3,0,25,92,20,1,4
2012-11-05,267,5,0,34,73,14,1,1
2012-11-06,306,8,0,41,62,16,2,1
2012-11-07,330,20,0,44,67,18,1,2
2012-11-08,350,22,2,41,71,12,1,3
2012-11-09,354,14,3,56,76,17,4,2
2012-11-10,343,9,0,38,75,22,1,1
2012-11-11,320,12,0,25,81,23,3,3
2012-11-12,341,12,1,39,87,19,2,1
2012-11-13,337,16,0,36,84,19,6,2
2012-11-14,358,20,0,30,88,18,4,3
2012-11-15,391,10,0,36,91,20,1,2
2012-11-16,378,6,6,42,88,24,1,1
2012-11-17,350,6,0,31,80,28,1,3
2012-11-18,343,8,0,36,75,20,3,4
2012-11-19,336,8,0,48,87,17,1,1
2012-11-20,369,7,0,37,88,21,1,1
2012-11-21,356,16,0,39,92,15,1,2
2012-11-22,388,13,0,37,88,14,1,3
2012-11-23,352,9,0,40,81,12,4,3
2012-11-24,354,11,2,34,84,16,2,1
2012-11-25,347,6,0,24,84,14,2,2
2012-11-26,335,10,0,32,76,13,2,2
2012-11-27,354,14,0,42,89,14,2,1
2012-11-28,343,13,0,41,81,16,3,1
2012-11-29,352,11,0,37,86,23,2,1
2012-11-30,353,8,1,24,91,15,2,1
2012-12-01,351,9,0,32,95,15,2,2
2012-12-02,359,8,1,26,87,15,2,5
2012-12-03,331,8,0,27,84,13,2,2
2012-12-04,326,23,2,34,77,18,2,2
2012-12-05,321,19,0,39,87,13,2,1
2012-12-06,339,20,0,51,90,21,3,1
2012-12-07,349,22,4,55,94,19,2,2
2012-12-08,345,14,0,50,88,15,2,7
2012-12-09,336,13,0,46,84,19,2,8
2012-12-10,332,14,0,49,88,12,2,2
2012-12-11,322,12,0,42,78,13,1,1
2012-12-12,326,11,0,37,80,10,1,2
2012-12-13,340,13,2,39,82,11,1,1
2012-12-14,331,18,4,43,73,8,1,2
2012-12-15,336,8,0,37,79,16,1,4
2012-12-16,317,12,0,33,73,12,1,4
2012-12-17,316,11,0,39,85,16,1,1
2012-12-18,330,11,0,36,88,10,0,1
2012-12-19,338,8,0,47,84,8,1,1
2012-12-20,354,6,0,59,79,9,0,1
2012-12-21,342,7,0,46,84,5,1,1
2012-12-22,314,7,0,40,77,4,1,1
2012-12-23,326,4,0,38,79,4,0,1
2012-12-24,327,5,0,26,73,4,0,3
2012-12-25,307,1,0,11,67,6,0,1
2012-12-26,281,1,0,26,73,12,0,1
2012-12-27,291,2,0,31,70,7,0,1
2012-12-28,282,6,0,30,79,11,0,1
2012-12-29,280,8,0,34,73,12,0,1
2012-12-30,249,5,0,17,72,7,0,1
2012-12-31,252,7,0,29,66,8,0,3
2013-01-01,231,4,0,20,75,5,0,4
2013-01-02,230,4,0,28,70,5,0,1
2013-01-03,242,6,0,40,77,7,0,1
2013-01-04,230,5,0,37,86,8,0,1
2013-01-05,244,8,0,23,69,12,0,1
2013-01-06,239,3,0,22,74,14,0,1
2013-01-07,228,17,0,35,66,15,0,1
2013-01-08,262,12,2,36,64,16,0,1
2013-01-09,262,8,0,30,73,11,0,1
2013-01-10,283,7,0,48,74,16,0,1
2013-01-11,279,8,4,42,68,26,0,1
2013-01-12,251,9,0,34,72,31,0,1
2013-01-13,225,8,0,34,74,32,0,1
2013-01-14,230,5,0,38,59,22,0,1
2013-01-15,211,9,0,39,67,24,0,2
2013-01-16,209,7,0,38,62,23,1,0
2013-01-17,206,8,1,43,70,18,2,2
2013-01-18,198,10,2,53,71,12,0,1
2013-01-19,191,9,0,27,73,7,0,0
2013-01-20,166,6,0,20,64,9,0,0
2013-01-21,167,6,0,29,62,5,0,0
2013-01-22,182,15,0,30,58,11,0,0
2013-01-23,186,5,0,32,61,8,0,0
2013-01-24,200,9,0,41,55,9,0,0
2013-01-25,198,7,3,29,55,13,0,0
2013-01-26,229,6,0,42,61,11,0,1
2013-01-27,191,7,0,18,59,7,0,2
2013-01-28,184,8,0,33,63,8,0,1
2013-01-29,208,8,0,29,63,11,0,0
2013-01-30,198,12,0,49,66,9,0,0
2013-01-31,196,8,0,45,64,13,0,0
2013-02-01,194,15,0,47,67,10,0,0
2013-02-02,197,5,0,61,71,9,0,0
2013-02-03,186,13,0,26,67,6,0,0
2013-02-04,169,14,0,28,69,9,0,0
2013-02-05,168,13,0,26,70,10,0,0
2013-02-06,188,15,0,31,68,11,0,0
2013-02-07,196,15,0,33,74,14,0,0
2013-02-08,196,11,3,44,67,7,0,0
2013-02-09,198,7,0,18,63,7,0,0
2013-02-10,211,5,0,21,63,9,0,0
2013-02-11,176,5,0,30,67,12,0,0
2013-02-12,166,5,0,43,71,12,0,0
2013-02-13,203,11,2,40,72,10,0,0
2013-02-14,246,12,0,45,64,9,0,1
2013-02-15,230,6,2,40,59,5,0,4
2013-02-16,214,7,0,38,65,8,0,4
2013-02-17,200,6,0,34,55,6,0,5
2013-02-18,186,9,0,30,60,8,0,6
2013-02-19,224,18,0,34,67,9,0,3
2013-02-20,234,8,0,43,80,10,1,0
2013-02-21,238,9,2,55,75,14,0,0
2013-02-22,244,16,6,49,69,11,0,0
2013-02-23,218,7,0,38,61,11,0,0
2013-02-24,195,10,0,43,56,11,0,0
2013-02-25,203,11,0,40,68,11,0,1
2013-02-26,226,9,0,36,58,10,0,4
2013-02-27,224,7,0,22,59,10,0,1
2013-02-28,236,8,1,38,55,12,0,0
2013-03-01,223,7,0,31,54,10,2,0
2013-03-02,218,7,0,34,56,11,2,0
2013-03-03,206,11,0,34,52,16,3,0
2013-03-04,194,11,0,44,57,8,3,0
2013-03-05,210,13,0,40,45,9,0,2
2013-03-06,209,14,0,33,50,12,2,1
2013-03-07,204,10,0,32,56,11,1,1
2013-03-08,206,5,1,27,57,11,7,3
2013-03-09,195,11,0,20,61,10,0,5
2013-03-10,307,6,0,28,112,13,0,2
2013-03-11,162,11,0,29,51,8,4,0
2013-03-12,203,5,0,34,59,13,4,0
2013-03-13,189,6,0,30,59,10,3,0
2013-03-14,205,9,0,52,65,7,4,0
2013-03-15,204,7,5,41,70,11,3,0
2013-03-16,210,10,0,28,70,9,3,0
2013-03-17,206,7,0,37,70,11,0,0
2013-03-18,209,7,0,48,67,7,4,0
2013-03-19,232,9,1,46,70,8,5,0
2013-03-20,232,4,1,41,64,8,3,0
2013-03-21,247,6,1,51,73,9,3,1
2013-03-22,257,12,5,51,61,8,5,2
2013-03-23,274,8,0,35,62,9,2,0
2013-03-24,260,2,0,28,67,15,4,3
2013-03-25,268,5,0,47,68,11,5,0
2013-03-26,277,11,0,40,77,16,8,0
2013-03-27,291,11,0,34,81,24,6,0
2013-03-28,280,13,5,44,74,29,3,3
2013-03-29,257,15,0,30,72,25,1,3
2013-03-30,256,11,0,49,77,23,1,1
2013-03-31,253,10,0,47,74,18,2,1
2013-04-01,255,10,0,51,73,16,7,0
2013-04-02,283,14,0,35,65,15,4,0
2013-04-03,307,18,0,38,69,16,7,0
2013-04-04,317,16,0,50,71,9,4,1
2013-04-05,310,17,2,51,80,19,7,1
2013-04-06,281,18,0,44,84,10,3,3
2013-04-07,278,13,0,45,85,17,1,1
2013-04-08,296,7,0,75,86,19,3,3
2013-04-09,297,10,0,51,76,22,5,0
2013-04-10,304,14,0,44,73,18,4,3
2013-04-11,303,14,0,39,73,23,7,1
2013-04-12,293,10,4,53,76,16,5,1
2013-04-13,257,13,0,37,76,8,2,4
2013-04-14,276,17,0,34,81,18,1,4
2013-04-15,286,25,0,46,81,26,6,0
2013-04-16,311,16,0,45,83,14,5,1
2013-04-17,293,17,0,32,89,17,6,0
2013-04-18,305,20,6,45,95,17,4,1
2013-04-19,310,12,4,39,82,14,5,2
2013-04-20,302,15,0,49,83,10,1,7
2013-04-21,300,9,0,33,91,18,1,8
2013-04-22,322,7,0,30,93,23,4,7
2013-04-23,323,9,5,39,87,15,8,7
2013-04-24,313,14,0,38,82,26,7,9
2013-04-25,337,10,0,35,76,17,5,2
2013-04-26,333,15,7,56,84,15,4,4
2013-04-27,339,16,0,40,92,15,2,7
2013-04-28,322,16,0,35,91,12,2,5
2013-04-29,324,11,0,40,85,16,3,3
2013-04-30,341,14,0,61,77,20,8,10
2013-05-01,326,22,0,48,79,15,5,8
2013-05-02,342,15,0,47,79,13,4,11
2013-05-03,330,9,3,42,76,16,3,18
2013-05-04,316,9,0,34,78,17,0,28
2013-05-05,317,10,0,33,78,15,0,28
2013-05-06,348,12,0,49,68,20,3,18
2013-05-07,346,19,0,60,83,18,4,13
2013-05-08,355,17,0,54,89,27,9,17
2013-05-09,372,15,0,62,86,19,8,15
2013-05-10,366,24,5,58,92,23,8,20
2013-05-11,353,8,0,47,89,14,2,20
2013-05-12,320,11,0,38,84,12,1,22
2013-05-13,330,25,0,38,93,14,3,9
2013-05-14,362,15,0,70,91,23,4,18
2013-05-15,356,15,0,61,88,22,5,18
2013-05-16,372,17,0,53,90,17,4,21
2013-05-17,378,14,2,54,90,22,14,25
2013-05-18,376,6,0,44,84,22,6,50
2013-05-19,349,14,0,22,72,10,0,40
2013-05-20,325,6,0,49,82,11,0,33
2013-05-21,341,8,0,43,75,13,3,16
2013-05-22,345,20,0,32,78,18,4,16
2013-05-23,383,19,0,57,89,19,6,24
2013-05-24,369,11,5,42,90,19,7,33
2013-05-25,340,9,0,47,90,10,5,38
2013-05-26,348,15,0,39,92,15,9,32
2013-05-27,354,11,0,64,98,22,14,33
2013-05-28,356,15,0,52,98,21,19,30
2013-05-29,323,18,0,50,90,17,8,32
2013-05-30,344,16,0,59,90,16,7,36
2013-05-31,327,11,0,43,87,21,7,57
2013-06-01,357,10,0,34,90,22,3,57
2013-06-02,333,9,0,32,91,26,1,48
2013-06-03,328,8,0,43,86,27,11,33
2013-06-04,351,11,0,65,78,28,10,25
2013-06-05,365,22,0,58,88,31,14,37
2013-06-06,353,16,0,41,84,28,17,47
2013-06-07,365,12,3,56,80,29,14,46
2013-06-08,325,10,0,39,89,20,13,50
2013-06-09,322,14,0,48,85,32,12,52
2013-06-10,319,19,0,54,89,46,14,43
2013-06-11,341,25,0,62,89,41,14,47
2013-06-12,360,18,0,57,96,26,13,52
2013-06-13,386,13,0,63,94,32,17,62
2013-06-14,384,19,4,74,90,26,19,60
2013-06-15,373,18,0,65,89,23,8,91
2013-06-16,337,15,0,38,94,27,4,79
2013-06-17,347,20,0,47,87,27,13,54
2013-06-18,336,20,0,63,95,23,13,65
2013-06-19,354,25,0,54,94,24,10,57
2013-06-20,336,14,3,56,98,26,1,68
2013-06-21,356,14,3,70,92,22,4,69
2013-06-22,358,8,0,43,89,23,3,87
2013-06-23,335,16,0,56,90,22,6,109
2013-06-24,353,16,0,60,85,25,5,86
2013-06-25,340,17,0,77,90,32,7,68
2013-06-26,324,24,0,55,82,26,10,62
2013-06-27,345,19,4,61,86,32,12,79
2013-06-28,358,15,2,66,72,29,8,60
2013-06-29,327,11,0,43,68,31,7,73
2013-06-30,327,19,0,34,72,28,14,96
2013-07-01,308,16,0,48,69,24,19,91
2013-07-02,301,14,0,54,68,26,21,84
2013-07-03,358,20,0,46,79,30,22,82
2013-07-04,358,15,0,51,81,32,12,90
2013-07-05,353,16,3,56,83,29,11,97
2013-07-06,316,8,1,53,76,33,10,129
2013-07-07,338,10,0,54,80,24,11,136
2013-07-08,327,23,1,55,82,27,9,77
2013-07-09,311,17,0,73,75,19,24,73
2013-07-10,318,23,0,68,77,28,21,85
2013-07-11,313,17,0,55,76,29,11,96
2013-07-12,334,12,3,62,81,33,9,113
2013-07-13,326,16,0,47,76,25,12,125
2013-07-14,319,11,0,37,67,29,12,113
2013-07-15,337,15,0,56,71,34,6,89
2013-07-16,340,14,0,48,67,23,9,102
2013-07-17,331,13,0,57,72,24,21,93
2013-07-18,340,19,3,55,70,25,17,98
2013-07-19,338,10,0,56,66,23,16,81
2013-07-20,331,11,0,54,65,30,14,137
2013-07-21,340,13,0,35,73,25,11,118
2013-07-22,320,14,0,56,60,28,9,78
2013-07-23,320,17,0,53,65,36,5,76
2013-07-24,316,23,0,54,71,27,5,79
2013-07-25,353,26,1,63,70,28,2,99
2013-07-26,339,11,1,61,70,26,5,95
2013-07-27,324,12,1,68,69,32,10,129
2013-07-28,345,12,1,75,60,26,6,150
2013-07-29,320,14,1,82,60,35,10,68
2013-07-30,334,13,1,69,63,32,9,84
2013-07-31,345,18,1,43,62,27,8,103
2013-08-01,346,13,1,58,72,26,15,107
2013-08-02,344,10,4,61,66,30,25,87
2013-08-03,333,9,2,65,66,32,16,108
2013-08-04,360,13,0,41,59,22,17,122
2013-08-05,331,14,0,59,63,21,7,75
2013-08-06,326,17,0,53,64,20,10,91
2013-08-07,344,17,2,73,65,19,13,110
2013-08-08,333,19,1,41,74,26,17,109
2013-08-09,349,13,1,43,73,27,19,108
2013-08-10,358,19,3,44,76,20,14,118
2013-08-11,348,17,2,31,65,25,12,94
2013-08-12,360,17,2,55,69,26,17,91
2013-08-13,358,14,2,57,70,19,12,93
2013-08-14,355,15,2,71,79,26,10,71
2013-08-15,362,20,2,59,68,34,14,82
2013-08-16,367,12,4,59,74,30,17,107
2013-08-17,377,19,1,42,80,40,11,102
2013-08-18,356,20,1,55,81,30,17,106
2013-08-19,350,24,1,60,76,34,18,96
2013-08-20,354,18,3,50,78,35,18,64
2013-08-21,377,20,1,43,85,32,11,93
2013-08-22,367,13,1,59,78,25,9,85
2013-08-23,376,13,4,60,95,26,14,86
2013-08-24,378,11,1,45,80,34,14,108
2013-08-25,367,15,1,33,90,29,12,104
2013-08-26,348,10,1,55,89,29,14,66
2013-08-27,360,16,1,58,94,36,27,73
2013-08-28,366,21,2,57,91,41,25,62
2013-08-29,377,21,1,47,97,29,27,73
2013-08-30,376,12,1,49,90,38,14,85
2013-08-31,348,14,1,33,80,32,15,97
2013-09-01,330,14,1,38,72,28,24,81
2013-09-02,297,13,1,32,78,38,28,48
2013-09-03,308,12,1,63,80,36,16,31
2013-09-04,336,16,2,56,79,37,11,44
2013-09-05,363,11,2,59,85,39,13,54
2013-09-06,368,7,3,54,78,35,9,70
2013-09-07,350,11,1,41,82,33,7,86
2013-09-08,365,14,1,39,84,45,7,62
2013-09-09,361,13,0,59,83,31,7,53
2013-09-10,348,20,0,66,73,32,20,46
2013-09-11,380,18,0,53,81,27,19,58
2013-09-12,387,21,0,51,83,29,15,48
2013-09-13,396,30,3,51,81,32,14,38
2013-09-14,368,14,2,42,76,30,8,66
2013-09-15,388,11,0,28,80,39,7,67
2013-09-16,387,17,0,51,75,23,11,56
2013-09-17,387,13,0,78,85,30,10,45
2013-09-18,400,15,0,47,84,23,14,56
2013-09-19,388,18,0,61,89,23,13,70
2013-09-20,429,17,3,49,84,21,20,71
2013-09-21,411,12,1,23,84,23,9,69
2013-09-22,384,12,1,26,70,24,7,57
2013-09-23,380,13,1,51,77,21,7,60
2013-09-24,385,19,1,72,71,23,9,60
2013-09-25,416,17,1,47,86,26,11,66
2013-09-26,434,14,4,63,75,27,9,45
2013-09-27,438,12,0,58,85,31,4,56
2013-09-28,409,6,0,51,79,32,11,62
2013-09-29,376,17,0,36,77,23,4,56
2013-09-30,386,9,0,64,73,20,5,48
2013-10-01,396,16,0,48,74,26,5,32
2013-10-02,400,13,0,58,70,41,5,37
2013-10-03,390,14,0,46,70,48,6,29
2013-10-04,381,18,3,53,65,31,4,41
2013-10-05,372,16,0,38,73,31,3,39
2013-10-06,358,16,0,38,77,25,5,28
2013-10-07,351,14,0,66,75,27,6,22
2013-10-08,381,16,0,62,81,22,15,44
2013-10-09,407,25,0,56,76,39,7,41
2013-10-10,409,18,3,49,73,29,8,32
2013-10-11,397,21,0,46,67,30,11,31
2013-10-12,368,15,0,41,70,28,4,46
2013-10-13,362,17,0,26,66,26,4,31
2013-10-14,345,11,0,42,70,27,7,16
2013-10-15,384,11,0,31,74,30,10,22
2013-10-16,358,14,0,38,72,23,6,18
2013-10-17,374,18,0,61,62,26,8,16
2013-10-18,354,19,0,42,57,20,7,21
2013-10-19,367,11,0,44,70,22,4,21
2013-10-20,349,19,0,31,82,28,8,30
2013-10-21,359,20,0,56,80,40,5,17
2013-10-22,345,18,0,48,89,31,9,22
2013-10-23,376,28,1,51,79,22,7,14
2013-10-24,370,33,0,66,85,29,7,17
2013-10-25,361,21,0,72,86,24,5,10
2013-10-26,333,32,0,55,86,34,3,11
2013-10-27,344,36,0,50,81,33,2,8
2013-10-28,358,35,1,70,88,16,5,7
2013-10-29,355,33,4,64,81,21,9,11
2013-10-30,353,18,0,42,84,20,4,7
2013-10-31,363,27,2,56,76,14,4,2
2013-11-01,357,18,3,76,79,12,3,5
2013-11-02,353,13,0,44,74,20,1,2
2013-11-03,349,12,0,44,73,22,1,5
2013-11-04,284,18,2,61,54,17,1,1
2013-11-05,323,18,0,91,66,17,1,3
2013-11-06,329,31,0,55,67,11,2,11
2013-11-07,353,17,4,60,76,14,2,3
2013-11-08,343,15,0,61,73,18,1,3
2013-11-09,343,18,0,53,71,17,1,7
2013-11-10,336,20,0,43,80,16,1,3
2013-11-11,331,16,0,67,79,28,1,1
2013-11-12,352,14,0,58,86,27,2,0
2013-11-13,346,25,0,70,80,31,1,0
2013-11-14,352,20,0,55,65,24,1,2
2013-11-15,358,10,0,55,85,21,1,1
2013-11-16,364,16,2,46,72,21,3,3
2013-11-17,373,15,0,37,79,21,2,4
2013-11-18,338,8,0,54,78,16,2,0
2013-11-19,384,4,0,60,73,11,1,0
2013-11-20,377,8,0,60,74,17,2,0
2013-11-21,385,16,0,71,76,20,1,0
2013-11-22,376,18,3,50,79,25,1,2
2013-11-23,383,15,0,56,71,20,1,3
2013-11-24,375,12,0,44,72,20,1,1
2013-11-25,366,15,0,60,78,22,1,1
2013-11-26,382,30,0,67,92,19,1,1
2013-11-27,359,22,0,47,94,22,1,0
2013-11-28,377,14,0,54,81,15,1,0
2013-11-29,381,12,4,58,87,19,1,1
2013-11-30,336,10,0,46,97,16,3,2
2013-12-01,330,9,0,39,82,17,1,4
2013-12-02,338,10,0,45,79,20,2,1
2013-12-03,322,13,0,61,88,15,1,0
2013-12-04,333,11,0,54,79,13,1,0
2013-12-05,325,18,0,41,85,14,1,0
2013-12-06,328,11,2,50,89,15,1,1
2013-12-07,336,14,1,44,84,14,1,2
2013-12-08,306,9,1,43,80,15,1,5
2013-12-09,283,12,1,58,83,15,2,1
2013-12-10,301,14,1,47,82,14,1,0
2013-12-11,287,19,1,46,82,6,1,0
2013-12-12,341,11,1,59,90,7,1,0
2013-12-13,317,17,4,52,90,19,1,0
2013-12-14,313,12,0,48,86,18,1,2
2013-12-15,308,6,0,45,94,13,1,4
2013-12-16,318,12,0,42,85,9,1,1
2013-12-17,329,11,0,48,76,16,1,0
2013-12-18,323,9,0,45,82,20,1,0
2013-12-19,335,15,0,44,79,12,1,0
2013-12-20,340,14,4,74,90,14,2,0
2013-12-21,327,19,0,45,84,12,2,2
2013-12-22,304,9,0,36,66,9,2,2
2013-12-23,294,2,0,42,68,8,1,1
2013-12-24,319,4,0,41,85,6,1,0
2013-12-25,293,2,0,26,77,3,1,0
2013-12-26,277,3,0,34,78,2,1,0
2013-12-27,273,4,0,46,77,5,1,0
2013-12-28,304,8,0,40,86,10,1,0
2013-12-29,272,5,0,34,81,8,1,0
2013-12-30,282,5,0,51,79,8,1,0
2013-12-31,296,5,0,29,75,6,1,0
2014-01-01,264,2,0,20,76,7,2,1
2014-01-02,258,4,0,33,78,8,1,0
2014-01-03,260,9,0,21,75,9,1,0
2014-01-04,271,9,0,15,71,10,1,0
2014-01-05,271,11,0,33,78,8,1,0
2014-01-06,208,8,0,45,70,11,2,1
2014-01-07,222,11,0,60,72,10,1,0
2014-01-08,228,9,0,48,67,11,1,0
2014-01-09,239,9,0,55,66,15,1,0
2014-01-10,254,6,5,51,66,17,1,0
2014-01-11,247,7,0,53,63,23,1,0
2014-01-12,235,13,0,37,64,30,1,0
2014-01-13,270,10,0,51,76,30,1,0
2014-01-14,265,12,0,54,79,27,1,0
2014-01-15,247,11,1,46,82,17,1,0
2014-01-16,242,11,0,42,85,21,1,0
2014-01-17,257,10,3,53,77,17,1,0
2014-01-18,252,18,0,33,77,19,1,0
2014-01-19,224,11,0,33,67,13,2,0
2014-01-20,239,6,0,42,72,16,1,2
2014-01-21,239,9,0,44,70,8,1,0
2014-01-22,242,15,0,33,70,9,3,1
2014-01-23,247,12,0,41,74,11,2,4
2014-01-24,252,15,3,52,78,10,1,3
2014-01-25,221,11,0,50,69,12,1,8
2014-01-26,226,11,0,26,66,11,2,11
2014-01-27,211,6,2,39,71,14,1,9
2014-01-28,210,4,0,39,72,20,1,0
2014-01-29,182,6,0,40,68,10,2,0
2014-01-30,211,16,0,50,71,10,1,0
2014-01-31,218,10,2,44,74,16,2,0
2014-02-01,234,10,0,35,80,8,1,0
2014-02-02,216,7,0,43,84,9,1,2
2014-02-03,215,5,0,45,76,8,1,1
2014-02-04,219,7,0,52,74,9,1,2
2014-02-05,203,9,0,52,81,14,1,2
2014-02-06,203,10,0,48,71,6,1,0
2014-02-07,192,9,0,28,62,9,1,0
2014-02-08,190,11,0,38,69,10,2,1
2014-02-09,179,9,0,31,66,13,2,0
2014-02-10,181,13,0,41,69,10,2,0
2014-02-11,178,9,0,45,67,9,1,1
2014-02-12,196,13,0,45,78,13,4,9
2014-02-13,213,12,8,59,76,8,4,0
2014-02-14,201,13,2,34,67,10,1,1
2014-02-15,193,7,0,42,70,14,1,1
2014-02-16,171,8,0,31,80,16,1,2
2014-02-17,176,8,2,42,68,15,1,3
2014-02-18,180,11,2,49,66,7,1,1
2014-02-19,194,12,0,40,61,11,2,0
2014-02-20,197,8,1,40,68,10,1,4
2014-02-21,227,12,3,32,63,13,1,5
2014-02-22,189,7,0,20,55,11,1,7
2014-02-23,173,10,3,47,68,13,1,4
2014-02-24,200,5,0,42,66,10,2,3
2014-02-25,197,8,0,50,68,11,1,5
2014-02-26,201,14,2,53,71,12,1,3
2014-02-27,221,25,5,48,65,9,1,4
2014-02-28,216,13,0,41,63,7,3,5
2014-03-01,223,5,1,27,73,7,1,6
2014-03-02,204,9,2,24,76,13,2,4
2014-03-03,183,16,0,42,61,19,3,4
2014-03-04,195,11,0,24,57,19,3,2
2014-03-05,201,19,0,47,68,17,2,0
2014-03-06,197,17,2,41,62,22,4,2
2014-03-07,204,9,0,43,68,14,6,1
2014-03-08,197,8,0,33,63,17,4,8
2014-03-09,331,9,3,34,105,15,2,4
2014-03-10,159,3,0,20,53,13,4,1
2014-03-11,177,13,4,52,55,12,5,1
2014-03-12,187,9,0,42,55,13,3,0
2014-03-13,201,14,0,44,66,9,5,0
2014-03-14,189,8,2,28,63,11,5,2
2014-03-15,195,4,0,28,64,14,2,2
2014-03-16,186,8,6,30,67,11,1,2
2014-03-17,193,6,2,38,67,12,4,4
2014-03-18,201,7,3,30,69,14,5,5
2014-03-19,206,12,1,44,61,7,4,2
2014-03-20,214,13,2,34,65,9,5,5
2014-03-21,215,11,0,36,68,11,5,5
2014-03-22,223,5,0,33,65,7,1,2
2014-03-23,198,4,0,32,60,8,1,2
2014-03-24,207,6,2,38,58,6,5,2
2014-03-25,223,3,0,39,69,9,5,1
2014-03-26,226,14,0,22,72,12,4,5
2014-03-27,227,9,0,33,63,11,5,3
2014-03-28,231,9,1,35,65,12,5,6
2014-03-29,234,5,2,35,65,16,2,6
2014-03-30,230,9,0,48,66,23,2,4
2014-03-31,223,14,5,54,67,20,4,3
2014-04-01,258,10,0,55,60,16,6,2
2014-04-02,278,11,2,52,66,14,9,1
2014-04-03,280,12,4,45,65,13,5,1
2014-04-04,279,15,3,50,74,20,5,3
2014-04-05,285,11,1,36,62,20,2,3
2014-04-06,267,12,3,16,60,17,2,3
2014-04-07,270,8,2,38,68,20,4,4
2014-04-08,278,14,2,39,71,13,6,5
2014-04-09,282,19,0,42,72,12,4,2
2014-04-10,289,7,3,42,68,16,6,4
2014-04-11,320,8,4,38,69,11,4,2
2014-04-12,294,10,0,33,76,17,3,2
2014-04-13,298,16,2,23,71,13,1,7
2014-04-14,301,14,1,37,73,17,3,4
2014-04-15,303,9,0,44,69,11,6,5
2014-04-16,294,16,0,52,72,6,6,5
2014-04-17,315,19,3,48,77,14,5,12
2014-04-18,325,12,0,36,78,8,1,5
2014-04-19,331,12,0,42,79,16,1,7
2014-04-20,309,7,0,24,78,7,1,9
2014-04-21,314,2,0,44,74,14,1,4
2014-04-22,304,14,0,42,74,10,3,6
2014-04-23,308,11,1,40,72,17,5,4
2014-04-24,307,7,0,49,80,18,5,5
